hgnc_symbol	uniprot_id	uniprot_swissprot	uniprot_trembl	ensembl_gene_id	description
NUTF2	A0A8V8TR28		A0A8V8TR28	ENSG00000102898	nuclear transport factor 2 [Source:HGNC Symbol;Acc:HGNC:13722]
BMPR1A	P36894	P36894		ENSG00000107779	bone morphogenetic protein receptor type 1A [Source:HGNC Symbol;Acc:HGNC:1076]
UPK3BL2	E5RIL1	E5RIL1		ENSG00000284981	uroplakin 3B like 2 [Source:HGNC Symbol;Acc:HGNC:53444]
NOVA1	P51513	P51513		ENSG00000139910	NOVA alternative splicing regulator 1 [Source:HGNC Symbol;Acc:HGNC:7886]
POLR2J2	A6NFM0		A6NFM0	ENSG00000228049	RNA polymerase II subunit J2 [Source:HGNC Symbol;Acc:HGNC:23208]
HIF3A	Q9Y2N7	Q9Y2N7		ENSG00000124440	hypoxia inducible factor 3 subunit alpha [Source:HGNC Symbol;Acc:HGNC:15825]
GH2	A0A087WXJ5		A0A087WXJ5	ENSG00000136487	growth hormone 2 [Source:HGNC Symbol;Acc:HGNC:4262]
SUSD4	Q5VX71	Q5VX71		ENSG00000143502	sushi domain containing 4 [Source:HGNC Symbol;Acc:HGNC:25470]
ZNF385C	A0A3B3IS60		A0A3B3IS60	ENSG00000187595	zinc finger protein 385C [Source:HGNC Symbol;Acc:HGNC:33722]
CCDC185	Q8N715	Q8N715		ENSG00000178395	coiled-coil domain containing 185 [Source:HGNC Symbol;Acc:HGNC:26654]
PRDM8	Q9NQV8	Q9NQV8		ENSG00000152784	PR/SET domain 8 [Source:HGNC Symbol;Acc:HGNC:13993]
LRRIQ3	A6PVT2		A6PVT2	ENSG00000162620	leucine rich repeats and IQ motif containing 3 [Source:HGNC Symbol;Acc:HGNC:28318]
FGF5	P12034	P12034		ENSG00000138675	fibroblast growth factor 5 [Source:HGNC Symbol;Acc:HGNC:3683]
JRK	O75564	O75564		ENSG00000234616	Jrk helix-turn-helix protein [Source:HGNC Symbol;Acc:HGNC:6199]
COG4	H3BSD2		H3BSD2	ENSG00000103051	component of oligomeric golgi complex 4 [Source:HGNC Symbol;Acc:HGNC:18620]
RORB	Q92753	Q92753	Q58EY0	ENSG00000198963	RAR related orphan receptor B [Source:HGNC Symbol;Acc:HGNC:10259]
DTD2	Q96FN9	Q96FN9		ENSG00000129480	D-aminoacyl-tRNA deacylase 2 [Source:HGNC Symbol;Acc:HGNC:20277]
RYR3	Q15413	Q15413		ENSG00000198838	ryanodine receptor 3 [Source:HGNC Symbol;Acc:HGNC:10485]
GPR33	Q49SQ1	Q49SQ1		ENSG00000214943	G protein-coupled receptor 33 [Source:HGNC Symbol;Acc:HGNC:4489]
PSCA	H0YAA6		H0YAA6	ENSG00000167653	prostate stem cell antigen [Source:HGNC Symbol;Acc:HGNC:9500]
ADCYAP1R1	P41586	P41586	A0A090N8F8	ENSG00000078549	ADCYAP receptor type I [Source:HGNC Symbol;Acc:HGNC:242]
CC2D2A	Q9P2K1	Q9P2K1		ENSG00000048342	coiled-coil and C2 domain containing 2A [Source:HGNC Symbol;Acc:HGNC:29253]
LY6K	Q17RY6	Q17RY6		ENSG00000160886	lymphocyte antigen 6 family member K [Source:HGNC Symbol;Acc:HGNC:24225]
FSCB	Q5H9T9	Q5H9T9		ENSG00000189139	fibrous sheath CABYR binding protein [Source:HGNC Symbol;Acc:HGNC:20494]
ZBTB38	D6RE69		D6RE69	ENSG00000177311	zinc finger and BTB domain containing 38 [Source:HGNC Symbol;Acc:HGNC:26636]
TNS3	H7BZ64		H7BZ64	ENSG00000136205	tensin 3 [Source:HGNC Symbol;Acc:HGNC:21616]
BMS1	Q14692	Q14692		ENSG00000165733	BMS1 ribosome biogenesis factor [Source:HGNC Symbol;Acc:HGNC:23505]
SMARCD2	Q92925	Q92925		ENSG00000108604	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2 [Source:HGNC Symbol;Acc:HGNC:11107]
RET	A0A5F9ZHR6		A0A5F9ZHR6	ENSG00000165731	ret proto-oncogene [Source:HGNC Symbol;Acc:HGNC:9967]
WDR20	Q8TBZ3	Q8TBZ3		ENSG00000140153	WD repeat domain 20 [Source:HGNC Symbol;Acc:HGNC:19667]
PPP5C	P53041	P53041		ENSG00000011485	protein phosphatase 5 catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9322]
RGS20	O76081	O76081		ENSG00000147509	regulator of G protein signaling 20 [Source:HGNC Symbol;Acc:HGNC:14600]
TNNI3K	Q59H18	Q59H18		ENSG00000116783	TNNI3 interacting kinase [Source:HGNC Symbol;Acc:HGNC:19661]
LRRC53	A6NM62	A6NM62		ENSG00000162621	leucine rich repeat containing 53 [Source:HGNC Symbol;Acc:HGNC:25255]
CCDC8	A0A8V8TMN3		A0A8V8TMN3	ENSG00000169515	coiled-coil domain containing 8 [Source:HGNC Symbol;Acc:HGNC:25367]
FAM90A27P	A0A8V8TLM8		A0A8V8TLM8	ENSG00000189348	family with sequence similarity 90 member A27, pseudogene [Source:HGNC Symbol;Acc:HGNC:43617]
ACTC1	P68032	P68032		ENSG00000159251	actin alpha cardiac muscle 1 [Source:HGNC Symbol;Acc:HGNC:143]
ERICH3	Q5RHP9	Q5RHP9		ENSG00000178965	glutamate rich 3 [Source:HGNC Symbol;Acc:HGNC:25346]
ZSCAN4	Q8NAM6	Q8NAM6		ENSG00000180532	zinc finger and SCAN domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23709]
GRAMD1B	A0A024R3M2		A0A024R3M2	ENSG00000023171	GRAM domain containing 1B [Source:HGNC Symbol;Acc:HGNC:29214]
FEM1A	Q9BSK4	Q9BSK4		ENSG00000141965	fem-1 homolog A [Source:HGNC Symbol;Acc:HGNC:16934]
TICAM1	Q8IUC6	Q8IUC6		ENSG00000127666	TIR domain containing adaptor molecule 1 [Source:HGNC Symbol;Acc:HGNC:18348]
ZNF839	A8K0R7	A8K0R7		ENSG00000022976	zinc finger protein 839 [Source:HGNC Symbol;Acc:HGNC:20345]
TRIO	A0A8V8TLX5		A0A8V8TLX5	ENSG00000038382	trio Rho guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:12303]
PCBP2	Q15366	Q15366		ENSG00000197111	poly(rC) binding protein 2 [Source:HGNC Symbol;Acc:HGNC:8648]
TASOR	Q9UK61	Q9UK61		ENSG00000163946	transcription activation suppressor [Source:HGNC Symbol;Acc:HGNC:30314]
CINP	Q9BW66	Q9BW66		ENSG00000100865	cyclin dependent kinase 2 interacting protein [Source:HGNC Symbol;Acc:HGNC:23789]
CLEC16A	A0A8V8TR67		A0A8V8TR67	ENSG00000038532	C-type lectin domain containing 16A [Source:HGNC Symbol;Acc:HGNC:29013]
PLIN3	O60664	O60664		ENSG00000105355	perilipin 3 [Source:HGNC Symbol;Acc:HGNC:16893]
MAT1A	Q00266	Q00266		ENSG00000151224	methionine adenosyltransferase 1A [Source:HGNC Symbol;Acc:HGNC:6903]
GRK7	Q8WTQ7	Q8WTQ7		ENSG00000114124	G protein-coupled receptor kinase 7 [Source:HGNC Symbol;Acc:HGNC:17031]
CRYZ	Q08257	Q08257		ENSG00000116791	crystallin zeta [Source:HGNC Symbol;Acc:HGNC:2419]
DYDC1	Q8WWB3	Q8WWB3		ENSG00000170788	DPY30 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23460]
SLC6A6	A0A087WZ59		A0A087WZ59	ENSG00000131389	solute carrier family 6 member 6 [Source:HGNC Symbol;Acc:HGNC:11052]
FBXO31	A0A1B0GV77		A0A1B0GV77	ENSG00000103264	F-box protein 31 [Source:HGNC Symbol;Acc:HGNC:16510]
TMC8	Q8IU68	Q8IU68		ENSG00000167895	transmembrane channel like 8 [Source:HGNC Symbol;Acc:HGNC:20474]
MMP13	P45452	P45452		ENSG00000137745	matrix metallopeptidase 13 [Source:HGNC Symbol;Acc:HGNC:7159]
DYDC2	A0A0A0MRQ7		A0A0A0MRQ7	ENSG00000133665	DPY30 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23468]
ALS2	Q96Q42	Q96Q42		ENSG00000003393	alsin Rho guanine nucleotide exchange factor ALS2 [Source:HGNC Symbol;Acc:HGNC:443]
TRPM6	Q9BX84	Q9BX84		ENSG00000119121	transient receptor potential cation channel subfamily M member 6 [Source:HGNC Symbol;Acc:HGNC:17995]
MAP1LC3B	Q9GZQ8	Q9GZQ8	Q658J6	ENSG00000140941	microtubule associated protein 1 light chain 3 beta [Source:HGNC Symbol;Acc:HGNC:13352]
MAP3K12	Q12852	Q12852		ENSG00000139625	mitogen-activated protein kinase kinase kinase 12 [Source:HGNC Symbol;Acc:HGNC:6851]
TECPR2	O15040	O15040		ENSG00000196663	tectonin beta-propeller repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:19957]
ATPSCKMT	Q6P4H8	Q6P4H8		ENSG00000150756	ATP synthase c subunit lysine N-methyltransferase [Source:HGNC Symbol;Acc:HGNC:27029]
C9orf40	Q8IXQ3	Q8IXQ3		ENSG00000135045	chromosome 9 open reading frame 40 [Source:HGNC Symbol;Acc:HGNC:23433]
CSH1	B1A4H2		B1A4H2	ENSG00000136488	chorionic somatomammotropin hormone 1 [Source:HGNC Symbol;Acc:HGNC:2440]
TYW3	Q6IPR3	Q6IPR3		ENSG00000162623	tRNA-yW synthesizing protein 3 homolog [Source:HGNC Symbol;Acc:HGNC:24757]
ATF7-NPFF	K7ELQ4		K7ELQ4	ENSG00000267281	ATF7-NPFF readthrough [Source:HGNC Symbol;Acc:HGNC:55073]
CARNMT1	Q8N4J0	Q8N4J0		ENSG00000156017	carnosine N-methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:23435]
UHRF1	Q96T88	Q96T88		ENSG00000276043	ubiquitin like with PHD and ring finger domains 1 [Source:HGNC Symbol;Acc:HGNC:12556]
EPS8L2	E9PLH1		E9PLH1	ENSG00000177106	EPS8 signaling adaptor L2 [Source:HGNC Symbol;Acc:HGNC:21296]
PUM3	S4R3K8		S4R3K8	ENSG00000080608	pumilio RNA binding family member 3 [Source:HGNC Symbol;Acc:HGNC:29676]
LCMT1	H7BYF0		H7BYF0	ENSG00000205629	leucine carboxyl methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:17557]
SLC18A1	P54219	P54219		ENSG00000036565	solute carrier family 18 member A1 [Source:HGNC Symbol;Acc:HGNC:10934]
PRXL2A	Q9BRX8	Q9BRX8		ENSG00000122378	peroxiredoxin like 2A [Source:HGNC Symbol;Acc:HGNC:28651]
UQCR11	O14957	O14957		ENSG00000127540	ubiquinol-cytochrome c reductase, complex III subunit XI [Source:HGNC Symbol;Acc:HGNC:30862]
OSTN	C9JER6		C9JER6	ENSG00000188729	osteocrin [Source:HGNC Symbol;Acc:HGNC:29961]
FILIP1L	H7C4M0		H7C4M0	ENSG00000168386	filamin A interacting protein 1 like [Source:HGNC Symbol;Acc:HGNC:24589]
SEPTIN7	A0A024RA87		A0A024RA87	ENSG00000122545	septin 7 [Source:HGNC Symbol;Acc:HGNC:1717]
CD79B	P40259	P40259		ENSG00000007312	CD79b molecule [Source:HGNC Symbol;Acc:HGNC:1699]
PPP1R13B	A0A3B3ISJ2		A0A3B3ISJ2	ENSG00000088808	protein phosphatase 1 regulatory subunit 13B [Source:HGNC Symbol;Acc:HGNC:14950]
ATF7	P17544	P17544		ENSG00000170653	activating transcription factor 7 [Source:HGNC Symbol;Acc:HGNC:792]
WDR88	K7EPH1		K7EPH1	ENSG00000166359	WD repeat domain 88 [Source:HGNC Symbol;Acc:HGNC:26999]
AQP8	A0A0C4DGL6		A0A0C4DGL6	ENSG00000103375	aquaporin 8 [Source:HGNC Symbol;Acc:HGNC:642]
LRP3	V9GYG8		V9GYG8	ENSG00000130881	LDL receptor related protein 3 [Source:HGNC Symbol;Acc:HGNC:6695]
ZKSCAN2	Q63HK3	Q63HK3		ENSG00000155592	zinc finger with KRAB and SCAN domains 2 [Source:HGNC Symbol;Acc:HGNC:25677]
COPG1	Q9Y678	Q9Y678		ENSG00000181789	COPI coat complex subunit gamma 1 [Source:HGNC Symbol;Acc:HGNC:2236]
CCT5	E9PCA1		E9PCA1	ENSG00000150753	chaperonin containing TCP1 subunit 5 [Source:HGNC Symbol;Acc:HGNC:1618]
ATP5MC2	Q06055	Q06055		ENSG00000135390	ATP synthase membrane subunit c locus 2 [Source:HGNC Symbol;Acc:HGNC:842]
SLC13A2	Q13183	Q13183		ENSG00000007216	solute carrier family 13 member 2 [Source:HGNC Symbol;Acc:HGNC:10917]
ATP6V1B2	P21281	P21281	A0A140VK65	ENSG00000147416	ATPase H+ transporting V1 subunit B2 [Source:HGNC Symbol;Acc:HGNC:854]
SLC7A10	Q9NS82	Q9NS82		ENSG00000130876	solute carrier family 7 member 10 [Source:HGNC Symbol;Acc:HGNC:11058]
FPGT-TNNI3K	V9GXZ4		V9GXZ4	ENSG00000259030	FPGT-TNNI3K readthrough [Source:HGNC Symbol;Acc:HGNC:42952]
FOXN1	O15353	O15353	J3KRT9	ENSG00000109101	forkhead box N1 [Source:HGNC Symbol;Acc:HGNC:12765]
ATP5MJ	P56378	P56378		ENSG00000156411	ATP synthase membrane subunit j [Source:HGNC Symbol;Acc:HGNC:1188]
RASSF9	O75901	O75901		ENSG00000198774	Ras association domain family member 9 [Source:HGNC Symbol;Acc:HGNC:15739]
SLX1B	Q9BQ83	Q9BQ83		ENSG00000181625	SLX1 homolog B, structure-specific endonuclease subunit [Source:HGNC Symbol;Acc:HGNC:28748]
NAA15	A0A8V8TPI7		A0A8V8TPI7	ENSG00000164134	N-alpha-acetyltransferase 15, NatA auxiliary subunit [Source:HGNC Symbol;Acc:HGNC:30782]
NTS	G3V1X6		G3V1X6	ENSG00000133636	neurotensin [Source:HGNC Symbol;Acc:HGNC:8038]
CEBPG	P53567	P53567		ENSG00000153879	CCAAT enhancer binding protein gamma [Source:HGNC Symbol;Acc:HGNC:1837]
LZTS1	Q9Y250	Q9Y250		ENSG00000061337	leucine zipper tumor suppressor 1 [Source:HGNC Symbol;Acc:HGNC:13861]
DST	Q03001	Q03001		ENSG00000151914	dystonin [Source:HGNC Symbol;Acc:HGNC:1090]
TPM1	H0YKX5		H0YKX5	ENSG00000140416	tropomyosin 1 [Source:HGNC Symbol;Acc:HGNC:12010]
NTMT1	Q9BV86	Q9BV86		ENSG00000148335	N-terminal Xaa-Pro-Lys N-methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:23373]
TSPAN14	Q8NG11	Q8NG11		ENSG00000108219	tetraspanin 14 [Source:HGNC Symbol;Acc:HGNC:23303]
CMBL	Q96DG6	Q96DG6		ENSG00000164237	carboxymethylenebutenolidase homolog [Source:HGNC Symbol;Acc:HGNC:25090]
LINGO3	P0C6S8	P0C6S8		ENSG00000220008	leucine rich repeat and Ig domain containing 3 [Source:HGNC Symbol;Acc:HGNC:21206]
HNRNPA1L3	A0A2R8Y4L2	A0A2R8Y4L2		ENSG00000224578	heterogeneous nuclear ribonucleoprotein A1 like 3 [Source:HGNC Symbol;Acc:HGNC:48778]
MGAT4C	Q9UBM8	Q9UBM8		ENSG00000182050	MGAT4 family member C [Source:HGNC Symbol;Acc:HGNC:30871]
SPMAP2L	P0DJG4	P0DJG4		ENSG00000249693	sperm microtubule associated protein 2 like [Source:HGNC Symbol;Acc:HGNC:43771]
AGPS	A0A7P0T984		A0A7P0T984	ENSG00000018510	alkylglycerone phosphate synthase [Source:HGNC Symbol;Acc:HGNC:327]
C9orf50	Q5SZB4	Q5SZB4		ENSG00000179058	chromosome 9 open reading frame 50 [Source:HGNC Symbol;Acc:HGNC:23677]
KRTAP5-11	Q6L8G4	Q6L8G4		ENSG00000204571	keratin associated protein 5-11 [Source:HGNC Symbol;Acc:HGNC:23606]
PRODH2	Q9UF12	Q9UF12		ENSG00000250799	proline dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:17325]
ASB6	F6TX30		F6TX30	ENSG00000148331	ankyrin repeat and SOCS box containing 6 [Source:HGNC Symbol;Acc:HGNC:17181]
HMCES	D6R9T3		D6R9T3	ENSG00000183624	5-hydroxymethylcytosine binding, ES cell specific [Source:HGNC Symbol;Acc:HGNC:24446]
PET100	A0A8V8TLP9		A0A8V8TLP9	ENSG00000229833	PET100 cytochrome c oxidase chaperone [Source:HGNC Symbol;Acc:HGNC:40038]
SPINK2	D6RI10		D6RI10	ENSG00000128040	serine peptidase inhibitor Kazal type 2 [Source:HGNC Symbol;Acc:HGNC:11245]
CIMAP1A	Q96PU9	Q96PU9		ENSG00000177947	ciliary microtubule associated protein 1A [Source:HGNC Symbol;Acc:HGNC:19905]
PRRX2	Q99811	Q99811	A0A140VJS2	ENSG00000167157	paired related homeobox 2 [Source:HGNC Symbol;Acc:HGNC:21338]
GALNTL6	D6RCP4		D6RCP4	ENSG00000174473	polypeptide N-acetylgalactosaminyltransferase like 6 [Source:HGNC Symbol;Acc:HGNC:33844]
FOXD4L6	Q3SYB3	Q3SYB3		ENSG00000273514	forkhead box D4 like 6 [Source:HGNC Symbol;Acc:HGNC:31986]
ZNG1F	F2Z3P0		F2Z3P0	ENSG00000215126	Zn regulated GTPase metalloprotein activator 1F [Source:HGNC Symbol;Acc:HGNC:31978]
TDRD9	Q8NDG6	Q8NDG6		ENSG00000156414	tudor domain containing 9 [Source:HGNC Symbol;Acc:HGNC:20122]
CENPO	Q9BU64	Q9BU64		ENSG00000138092	centromere protein O [Source:HGNC Symbol;Acc:HGNC:28152]
WRAP53	Q9BUR4	Q9BUR4		ENSG00000141499	WD repeat containing antisense to TP53 [Source:HGNC Symbol;Acc:HGNC:25522]
STXBP2	M0R0D4		M0R0D4	ENSG00000076944	syntaxin binding protein 2 [Source:HGNC Symbol;Acc:HGNC:11445]
SH2D4B	Q5SQS7	Q5SQS7		ENSG00000178217	SH2 domain containing 4B [Source:HGNC Symbol;Acc:HGNC:31440]
PSMD13	E9PQG3		E9PQG3	ENSG00000185627	proteasome 26S subunit, non-ATPase 13 [Source:HGNC Symbol;Acc:HGNC:9558]
ZNF732	B4DXR9	B4DXR9		ENSG00000186777	zinc finger protein 732 [Source:HGNC Symbol;Acc:HGNC:37138]
BRD3OS	A0A1B0GUI7	A0A1B0GUI7		ENSG00000235106	BRD3 opposite strand [Source:HGNC Symbol;Acc:HGNC:24742]
TEX36	E9PJL2		E9PJL2	ENSG00000175018	testis expressed 36 [Source:HGNC Symbol;Acc:HGNC:31653]
DNAJC27	Q9NZQ0	Q9NZQ0		ENSG00000115137	DnaJ heat shock protein family (Hsp40) member C27 [Source:HGNC Symbol;Acc:HGNC:30290]
ZNF141	Q15928	Q15928		ENSG00000131127	zinc finger protein 141 [Source:HGNC Symbol;Acc:HGNC:12926]
ZNF721	E5RGH0		E5RGH0	ENSG00000182903	zinc finger protein 721 [Source:HGNC Symbol;Acc:HGNC:29425]
CIPC	G3V4V0		G3V4V0	ENSG00000198894	CLOCK interacting pacemaker [Source:HGNC Symbol;Acc:HGNC:20365]
BRD3	Q15059	Q15059		ENSG00000169925	bromodomain containing 3 [Source:HGNC Symbol;Acc:HGNC:1104]
C5orf15	Q8NC54	Q8NC54		ENSG00000113583	chromosome 5 open reading frame 15 [Source:HGNC Symbol;Acc:HGNC:20656]
MBD4	O95243	O95243		ENSG00000129071	methyl-CpG binding domain 4, DNA glycosylase [Source:HGNC Symbol;Acc:HGNC:6919]
GYPB	E7ERJ5		E7ERJ5	ENSG00000250361	glycophorin B (MNS blood group) [Source:HGNC Symbol;Acc:HGNC:4703]
TMEM63C	G3V2V1		G3V2V1	ENSG00000165548	transmembrane protein 63C [Source:HGNC Symbol;Acc:HGNC:23787]
VDAC1	P21796	P21796	A0A1L1UHR1	ENSG00000213585	voltage dependent anion channel 1 [Source:HGNC Symbol;Acc:HGNC:12669]
PKD1	P98161	P98161		ENSG00000008710	polycystin 1, transient receptor potential channel interacting [Source:HGNC Symbol;Acc:HGNC:9008]
RHO	P08100	P08100		ENSG00000163914	rhodopsin [Source:HGNC Symbol;Acc:HGNC:10012]
ZNF451	D6RAV4		D6RAV4	ENSG00000112200	zinc finger protein 451 [Source:HGNC Symbol;Acc:HGNC:21091]
H1-8	Q8IZA3	Q8IZA3		ENSG00000178804	H1.8 linker histone [Source:HGNC Symbol;Acc:HGNC:18463]
PLXND1	D6RH25		D6RH25	ENSG00000004399	plexin D1 [Source:HGNC Symbol;Acc:HGNC:9107]
ADCY3	O60266	O60266		ENSG00000138031	adenylate cyclase 3 [Source:HGNC Symbol;Acc:HGNC:234]
FGD4	F8VWL3		F8VWL3	ENSG00000139132	FYVE, RhoGEF and PH domain containing 4 [Source:HGNC Symbol;Acc:HGNC:19125]
UGT2B28	Q9BY64	Q9BY64		ENSG00000135226	UDP glucuronosyltransferase family 2 member B28 [Source:HGNC Symbol;Acc:HGNC:13479]
SFT2D3	Q587I9	Q587I9		ENSG00000173349	SFT2 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28767]
EDRF1	Q3B7T1	Q3B7T1		ENSG00000107938	erythroid differentiation regulatory factor 1 [Source:HGNC Symbol;Acc:HGNC:24640]
PIGO	Q8TEQ8	Q8TEQ8		ENSG00000165282	phosphatidylinositol glycan anchor biosynthesis class O [Source:HGNC Symbol;Acc:HGNC:23215]
POLR2D	O15514	O15514		ENSG00000144231	RNA polymerase II subunit D [Source:HGNC Symbol;Acc:HGNC:9191]
LDHAL6A	Q6ZMR3	Q6ZMR3		ENSG00000166800	lactate dehydrogenase A like 6A [Source:HGNC Symbol;Acc:HGNC:28335]
PUS7	E7EUH7		E7EUH7	ENSG00000091127	pseudouridine synthase 7 [Source:HGNC Symbol;Acc:HGNC:26033]
UGT2B4	P06133	P06133		ENSG00000156096	UDP glucuronosyltransferase family 2 member B4 [Source:HGNC Symbol;Acc:HGNC:12553]
TMC6	Q7Z403	Q7Z403		ENSG00000141524	transmembrane channel like 6 [Source:HGNC Symbol;Acc:HGNC:18021]
TRIM3	O75382	O75382		ENSG00000110171	tripartite motif containing 3 [Source:HGNC Symbol;Acc:HGNC:10064]
MMP21	A0A494C0E5		A0A494C0E5	ENSG00000154485	matrix metallopeptidase 21 [Source:HGNC Symbol;Acc:HGNC:14357]
GALC	G3V255		G3V255	ENSG00000054983	galactosylceramidase [Source:HGNC Symbol;Acc:HGNC:4115]
UGT2A1	P0DTE4	P0DTE4		ENSG00000173610	UDP glucuronosyltransferase family 2 member A1 complex locus [Source:HGNC Symbol;Acc:HGNC:12542]
CEP63	Q96MT8	Q96MT8		ENSG00000182923	centrosomal protein 63 [Source:HGNC Symbol;Acc:HGNC:25815]
STAT5B	A0A8V8TMQ6		A0A8V8TMQ6	ENSG00000173757	signal transducer and activator of transcription 5B [Source:HGNC Symbol;Acc:HGNC:11367]
TCF7	P36402	P36402		ENSG00000081059	transcription factor 7 [Source:HGNC Symbol;Acc:HGNC:11639]
UROS	A0A087WZB7		A0A087WZB7	ENSG00000188690	uroporphyrinogen III synthase [Source:HGNC Symbol;Acc:HGNC:12592]
SAP130	Q9H0E3	Q9H0E3		ENSG00000136715	Sin3A associated protein 130 [Source:HGNC Symbol;Acc:HGNC:29813]
MDK	P21741	P21741		ENSG00000110492	midkine [Source:HGNC Symbol;Acc:HGNC:6972]
RAB26	H3BMG6		H3BMG6	ENSG00000167964	RAB26, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:14259]
TSSK1B	Q9BXA7	Q9BXA7	A0ZT98	ENSG00000212122	testis specific serine kinase 1B [Source:HGNC Symbol;Acc:HGNC:14968]
RPTOR	I3L2I3		I3L2I3	ENSG00000141564	regulatory associated protein of MTOR complex 1 [Source:HGNC Symbol;Acc:HGNC:30287]
YTHDC2	D6RF50		D6RF50	ENSG00000047188	YTH N6-methyladenosine RNA binding protein C2 [Source:HGNC Symbol;Acc:HGNC:24721]
PSD4	Q8NDX1	Q8NDX1		ENSG00000125637	pleckstrin and Sec7 domain containing 4 [Source:HGNC Symbol;Acc:HGNC:19096]
TRAF7	H3BUP4		H3BUP4	ENSG00000131653	TNF receptor associated factor 7 [Source:HGNC Symbol;Acc:HGNC:20456]
NSMF	Q6X4W1	Q6X4W1		ENSG00000165802	NMDA receptor synaptonuclear signaling and neuronal migration factor [Source:HGNC Symbol;Acc:HGNC:29843]
IGKV1OR2-108	A0A075B7D4		A0A075B7D4	ENSG00000231292	immunoglobulin kappa variable 1/OR2-108 (non-functional) [Source:HGNC Symbol;Acc:HGNC:5767]
CTBP1	Q13363	Q13363		ENSG00000159692	C-terminal binding protein 1 [Source:HGNC Symbol;Acc:HGNC:2494]
IRAG2	A0A1B0GU45		A0A1B0GU45	ENSG00000118308	inositol 1,4,5-triphosphate receptor associated 2 [Source:HGNC Symbol;Acc:HGNC:6690]
SYNE3	Q6ZMZ3	Q6ZMZ3		ENSG00000176438	spectrin repeat containing nuclear envelope family member 3 [Source:HGNC Symbol;Acc:HGNC:19861]
WASHC5	Q12768	Q12768		ENSG00000164961	WASH complex subunit 5 [Source:HGNC Symbol;Acc:HGNC:28984]
RPS27A	P62979	P62979	B2RDW1	ENSG00000143947	ribosomal protein S27a [Source:HGNC Symbol;Acc:HGNC:10417]
BRAF	H7C560		H7C560	ENSG00000157764	B-Raf proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1097]
GLRX5	Q86SX6	Q86SX6	A0A384MDT9	ENSG00000182512	glutaredoxin 5 [Source:HGNC Symbol;Acc:HGNC:20134]
CFAP299	Q6V702	Q6V702		ENSG00000197826	cilia and flagella associated protein 299 [Source:HGNC Symbol;Acc:HGNC:28554]
PEPD	P12955	P12955	A0A140VJR2	ENSG00000124299	peptidase D [Source:HGNC Symbol;Acc:HGNC:8840]
COL9A1	P20849	P20849		ENSG00000112280	collagen type IX alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2217]
WHRN	A0A669KBJ1		A0A669KBJ1	ENSG00000095397	whirlin [Source:HGNC Symbol;Acc:HGNC:16361]
NSMCE2	E5RIM1		E5RIM1	ENSG00000156831	NSE2 (MMS21) homolog, SMC5-SMC6 complex SUMO ligase [Source:HGNC Symbol;Acc:HGNC:26513]
FAM187B	Q17R55	Q17R55		ENSG00000177558	family with sequence similarity 187 member B [Source:HGNC Symbol;Acc:HGNC:26366]
MCC	P23508	P23508		ENSG00000171444	MCC regulator of WNT signaling pathway [Source:HGNC Symbol;Acc:HGNC:6935]
KIF9	Q9HAQ2	Q9HAQ2		ENSG00000088727	kinesin family member 9 [Source:HGNC Symbol;Acc:HGNC:16666]
DNAJA1	P31689	P31689		ENSG00000086061	DnaJ heat shock protein family (Hsp40) member A1 [Source:HGNC Symbol;Acc:HGNC:5229]
NPFF	O15130	O15130		ENSG00000139574	neuropeptide FF-amide peptide precursor [Source:HGNC Symbol;Acc:HGNC:7901]
TCL1B	O95988	O95988		ENSG00000213231	TCL1 family AKT coactivator B [Source:HGNC Symbol;Acc:HGNC:11649]
TRIB1	Q96RU8	Q96RU8		ENSG00000173334	tribbles pseudokinase 1 [Source:HGNC Symbol;Acc:HGNC:16891]
CFAP73	A6NFT4	A6NFT4		ENSG00000186710	cilia and flagella associated protein 73 [Source:HGNC Symbol;Acc:HGNC:37100]
RGMB	J3KNF6		J3KNF6	ENSG00000174136	repulsive guidance molecule BMP co-receptor b [Source:HGNC Symbol;Acc:HGNC:26896]
CASKIN1	Q8WXD9	Q8WXD9		ENSG00000167971	CASK interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:20879]
FBN1	P35555	P35555		ENSG00000166147	fibrillin 1 [Source:HGNC Symbol;Acc:HGNC:3603]
SULT1C2	O00338	O00338		ENSG00000198203	sulfotransferase family 1C member 2 [Source:HGNC Symbol;Acc:HGNC:11456]
