"Stratum"	"GeneID"
1	"SIN3A"
1	"SIN3B"
5	"SINHCAF"
2	"SIPA1"
2	"SIPA1L1"
2	"SIPA1L2"
1	"SIPA1L3"
1	"SIRPA"
1	"SIRPB1"
6	"SIRPB2"
6	"SIRPD"
1	"SIRPG"
1	"SIRT1"
1	"SIRT2"
1	"SIRT3"
1	"SIRT4"
1	"SIRT5"
1	"SIRT6"
1	"SIRT7"
11	"SIT1"
6	"SIVA1"
10	"SIX1"
1	"SIX2"
1	"SIX3"
1	"SIX4"
1	"SIX5"
1	"SIX6"
2	"SKA1"
5	"SKA2"
10	"SKA3"
1	"SKAP1"
1	"SKAP2"
5	"SKI"
1	"SKIC2"
1	"SKIC3"
1	"SKIC8"
5	"SKIDA1"
5	"SKIL"
5	"SKOR1"
5	"SKOR2"
1	"SKP1"
2	"SKP2"
3	"SLA"
3	"SLA2"
6	"SLAIN1"
6	"SLAIN2"
10	"SLAMF1"
10	"SLAMF6"
10	"SLAMF7"
10	"SLAMF8"
10	"SLAMF9"
2	"SLBP"
1	"SLC10A1"
1	"SLC10A2"
1	"SLC10A3"
1	"SLC10A4"
1	"SLC10A5"
1	"SLC10A6"
1	"SLC10A7"
1	"SLC11A1"
1	"SLC11A2"
1	"SLC12A1"
1	"SLC12A2"
1	"SLC12A3"
1	"SLC12A4"
1	"SLC12A5"
1	"SLC12A6"
1	"SLC12A7"
1	"SLC12A8"
1	"SLC12A9"
1	"SLC13A1"
1	"SLC13A2"
1	"SLC13A3"
1	"SLC13A4"
1	"SLC13A5"
1	"SLC14A1"
1	"SLC14A2"
1	"SLC15A1"
1	"SLC15A2"
1	"SLC15A3"
1	"SLC15A4"
1	"SLC15A5"
1	"SLC16A1"
1	"SLC16A10"
5	"SLC16A11"
1	"SLC16A12"
1	"SLC16A13"
1	"SLC16A14"
1	"SLC16A2"
1	"SLC16A3"
1	"SLC16A4"
1	"SLC16A5"
1	"SLC16A6"
1	"SLC16A7"
1	"SLC16A8"
1	"SLC16A9"
1	"SLC17A1"
1	"SLC17A2"
1	"SLC17A3"
1	"SLC17A4"
1	"SLC17A5"
1	"SLC17A6"
1	"SLC17A7"
1	"SLC17A8"
1	"SLC17A9"
1	"SLC18A1"
1	"SLC18A3"
1	"SLC18B1"
2	"SLC19A1"
2	"SLC19A2"
2	"SLC19A3"
1	"SLC1A1"
1	"SLC1A2"
1	"SLC1A3"
1	"SLC1A4"
1	"SLC1A5"
1	"SLC1A6"
1	"SLC1A7"
1	"SLC20A1"
1	"SLC20A2"
1	"SLC22A1"
1	"SLC22A10"
1	"SLC22A11"
1	"SLC22A12"
1	"SLC22A13"
1	"SLC22A14"
1	"SLC22A15"
1	"SLC22A16"
1	"SLC22A17"
1	"SLC22A18"
1	"SLC22A2"
1	"SLC22A23"
1	"SLC22A24"
1	"SLC22A25"
1	"SLC22A3"
1	"SLC22A31"
1	"SLC22A4"
1	"SLC22A5"
1	"SLC22A6"
1	"SLC22A7"
1	"SLC22A8"
1	"SLC22A9"
1	"SLC23A1"
1	"SLC23A2"
1	"SLC23A3"
1	"SLC24A1"
1	"SLC24A2"
1	"SLC24A3"
1	"SLC24A4"
1	"SLC24A5"
1	"SLC25A1"
1	"SLC25A10"
1	"SLC25A11"
1	"SLC25A12"
1	"SLC25A13"
1	"SLC25A14"
1	"SLC25A15"
1	"SLC25A16"
1	"SLC25A17"
1	"SLC25A18"
1	"SLC25A19"
1	"SLC25A2"
1	"SLC25A20"
1	"SLC25A21"
1	"SLC25A22"
1	"SLC25A23"
1	"SLC25A24"
1	"SLC25A25"
1	"SLC25A26"
1	"SLC25A27"
1	"SLC25A28"
1	"SLC25A29"
1	"SLC25A3"
1	"SLC25A30"
1	"SLC25A31"
1	"SLC25A32"
1	"SLC25A33"
1	"SLC25A34"
1	"SLC25A35"
1	"SLC25A36"
1	"SLC25A37"
1	"SLC25A38"
1	"SLC25A39"
1	"SLC25A4"
1	"SLC25A40"
1	"SLC25A41"
1	"SLC25A42"
1	"SLC25A43"
1	"SLC25A44"
1	"SLC25A45"
3	"SLC25A46"
1	"SLC25A47"
1	"SLC25A48"
1	"SLC25A5"
1	"SLC25A51"
1	"SLC25A52"
1	"SLC25A53"
1	"SLC25A6"
1	"SLC26A1"
1	"SLC26A11"
1	"SLC26A2"
1	"SLC26A3"
1	"SLC26A4"
1	"SLC26A5"
1	"SLC26A6"
1	"SLC26A7"
1	"SLC26A8"
1	"SLC26A9"
1	"SLC27A1"
1	"SLC27A2"
1	"SLC27A3"
1	"SLC27A4"
1	"SLC27A5"
1	"SLC27A6"
1	"SLC28A1"
1	"SLC28A2"
1	"SLC28A3"
1	"SLC29A1"
1	"SLC29A2"
1	"SLC29A3"
1	"SLC29A4"
1	"SLC2A1"
1	"SLC2A10"
1	"SLC2A11"
1	"SLC2A12"
1	"SLC2A13"
1	"SLC2A14"
1	"SLC2A2"
1	"SLC2A3"
1	"SLC2A4"
5	"SLC2A4RG"
1	"SLC2A5"
1	"SLC2A6"
1	"SLC2A7"
1	"SLC2A8"
1	"SLC2A9"
1	"SLC30A1"
1	"SLC30A10"
1	"SLC30A2"
1	"SLC30A3"
1	"SLC30A4"
1	"SLC30A5"
1	"SLC30A6"
1	"SLC30A7"
1	"SLC30A8"
1	"SLC30A9"
2	"SLC31A1"
2	"SLC31A2"
2	"SLC32A1"
1	"SLC33A1"
1	"SLC34A1"
1	"SLC34A2"
1	"SLC34A3"
1	"SLC35A1"
1	"SLC35A2"
1	"SLC35A3"
2	"SLC35A4"
2	"SLC35A5"
1	"SLC35B1"
1	"SLC35B2"
1	"SLC35B3"
1	"SLC35B4"
1	"SLC35C1"
1	"SLC35C2"
1	"SLC35D1"
1	"SLC35D2"
2	"SLC35D3"
1	"SLC35E1"
1	"SLC35E3"
2	"SLC35E4"
1	"SLC35F1"
1	"SLC35F2"
2	"SLC35F3"
2	"SLC35F4"
1	"SLC35F5"
1	"SLC35F6"
1	"SLC35G1"
1	"SLC35G2"
8	"SLC35G3"
8	"SLC35G5"
8	"SLC35G6"
1	"SLC36A1"
1	"SLC36A2"
1	"SLC36A3"
1	"SLC36A4"
1	"SLC37A1"
1	"SLC37A2"
1	"SLC37A3"
1	"SLC37A4"
1	"SLC38A1"
1	"SLC38A10"
1	"SLC38A11"
1	"SLC38A2"
1	"SLC38A4"
1	"SLC38A5"
1	"SLC38A6"
1	"SLC38A7"
1	"SLC38A8"
1	"SLC38A9"
1	"SLC39A1"
1	"SLC39A10"
1	"SLC39A11"
1	"SLC39A12"
1	"SLC39A13"
1	"SLC39A14"
1	"SLC39A2"
1	"SLC39A3"
1	"SLC39A4"
1	"SLC39A5"
1	"SLC39A6"
1	"SLC39A7"
1	"SLC39A8"
1	"SLC39A9"
1	"SLC3A1"
1	"SLC3A2"
1	"SLC40A1"
1	"SLC41A1"
1	"SLC41A2"
1	"SLC41A3"
1	"SLC43A1"
1	"SLC43A2"
1	"SLC43A3"
1	"SLC44A1"
1	"SLC44A2"
1	"SLC44A3"
1	"SLC44A4"
1	"SLC44A5"
1	"SLC45A1"
1	"SLC45A2"
1	"SLC45A3"
1	"SLC45A4"
1	"SLC46A1"
4	"SLC46A2"
3	"SLC46A3"
1	"SLC47A1"
1	"SLC47A2"
6	"SLC48A1"
1	"SLC49A3"
1	"SLC49A4"
1	"SLC4A1"
1	"SLC4A10"
1	"SLC4A11"
1	"SLC4A1AP"
1	"SLC4A2"
1	"SLC4A3"
1	"SLC4A4"
1	"SLC4A5"
1	"SLC4A7"
1	"SLC4A8"
1	"SLC4A9"
1	"SLC50A1"
6	"SLC51A"
11	"SLC51B"
1	"SLC52A1"
1	"SLC52A2"
1	"SLC52A3"
1	"SLC5A1"
1	"SLC5A10"
1	"SLC5A11"
1	"SLC5A12"
1	"SLC5A2"
1	"SLC5A3"
1	"SLC5A4"
1	"SLC5A5"
1	"SLC5A6"
1	"SLC5A7"
1	"SLC5A8"
1	"SLC5A9"
1	"SLC66A1"
1	"SLC66A2"
2	"SLC66A3"
1	"SLC6A1"
1	"SLC6A11"
1	"SLC6A12"
1	"SLC6A13"
1	"SLC6A14"
1	"SLC6A15"
1	"SLC6A16"
1	"SLC6A17"
1	"SLC6A18"
1	"SLC6A19"
1	"SLC6A2"
1	"SLC6A20"
1	"SLC6A3"
1	"SLC6A4"
1	"SLC6A5"
1	"SLC6A6"
1	"SLC6A7"
1	"SLC6A8"
1	"SLC6A9"
1	"SLC7A1"
1	"SLC7A10"
1	"SLC7A11"
1	"SLC7A13"
1	"SLC7A14"
1	"SLC7A2"
1	"SLC7A3"
1	"SLC7A4"
1	"SLC7A5"
1	"SLC7A6"
3	"SLC7A6OS"
1	"SLC7A7"
1	"SLC7A8"
1	"SLC7A9"
1	"SLC8A1"
1	"SLC8A2"
1	"SLC8A3"
1	"SLC8B1"
1	"SLC9A1"
1	"SLC9A2"
1	"SLC9A3"
1	"SLC9A4"
1	"SLC9A5"
1	"SLC9A6"
1	"SLC9A7"
1	"SLC9A8"
1	"SLC9A9"
1	"SLC9B1"
1	"SLC9B2"
1	"SLC9C1"
1	"SLC9C2"
2	"SLCO1A2"
2	"SLCO1B1"
2	"SLCO1B3"
2	"SLCO1B3-SLCO1B7"
1	"SLCO1C1"
2	"SLCO2A1"
1	"SLCO2B1"
1	"SLCO3A1"
2	"SLCO4A1"
2	"SLCO4C1"
2	"SLCO5A1"
2	"SLCO6A1"
1	"SLF1"
5	"SLF2"
1	"SLFN11"
1	"SLFN12"
1	"SLFN12L"
1	"SLFN13"
1	"SLFN14"
1	"SLFN5"
1	"SLFNL1"
1	"SLIRP"
3	"SLIT1"
3	"SLIT2"
4	"SLIT3"
6	"SLITRK1"
6	"SLITRK2"
8	"SLITRK3"
6	"SLITRK4"
9	"SLITRK5"
1	"SLK"
2	"SLMAP"
16	"SLN"
5	"SLPI"
1	"SLTM"
1	"SLU7"
14	"SLURP1"
16	"SLURP2"
1	"SLX1A"
1	"SLX1B"
2	"SLX4"
1	"SLX4IP"
5	"SLX9"
4	"SMAD1"
4	"SMAD2"
4	"SMAD3"
4	"SMAD4"
4	"SMAD5"
1	"SMAD6"
1	"SMAD7"
4	"SMAD9"
14	"SMAGP"
1	"SMAP1"
1	"SMAP2"
1	"SMARCA1"
1	"SMARCA2"
1	"SMARCA4"
1	"SMARCA5"
1	"SMARCAD1"
1	"SMARCAL1"
1	"SMARCB1"
1	"SMARCC1"
1	"SMARCC2"
2	"SMARCD1"
2	"SMARCD2"
1	"SMARCD3"
2	"SMARCE1"
1	"SMC1A"
1	"SMC1B"
1	"SMC2"
1	"SMC3"
1	"SMC4"
1	"SMC5"
1	"SMC6"
1	"SMCHD1"
10	"SMCO1"
17	"SMCO2"
5	"SMCO3"
6	"SMCO4"
23	"SMCP"
2	"SMCR8"
5	"SMDT1"
1	"SMG1"
2	"SMG5"
1	"SMG6"
2	"SMG7"
2	"SMG8"
2	"SMG9"
10	"SMIM1"
10	"SMIM10"
10	"SMIM10L3"
10	"SMIM11"
5	"SMIM12"
8	"SMIM13"
3	"SMIM14"
5	"SMIM15"
18	"SMIM17"
10	"SMIM18"
7	"SMIM19"
3	"SMIM20"
23	"SMIM21"
10	"SMIM22"
17	"SMIM23"
11	"SMIM24"
1	"SMIM27"
19	"SMIM29"
11	"SMIM3"
17	"SMIM34"
15	"SMIM5"
18	"SMIM6"
1	"SMIM7"
1	"SMIM8"
18	"SMIM9"
5	"SMKR1"
10	"SMLR1"
3	"SMN1"
3	"SMN2"
2	"SMNDC1"
1	"SMO"
1	"SMOC1"
1	"SMOC2"
1	"SMOX"
1	"SMPD1"
1	"SMPD2"
1	"SMPD3"
1	"SMPD4"
1	"SMPDL3A"
1	"SMPDL3B"
10	"SMPX"
19	"SMR3A"
19	"SMR3B"
1	"SMS"
1	"SMTN"
1	"SMTNL1"
1	"SMTNL2"
1	"SMU1"
1	"SMUG1"
1	"SMURF1"
1	"SMURF2"
1	"SMYD1"
1	"SMYD2"
1	"SMYD3"
1	"SMYD4"
2	"SMYD5"
2	"SNAI1"
5	"SNAI2"
6	"SNAI3"
2	"SNAP23"
2	"SNAP25"
1	"SNAP29"
5	"SNAP47"
1	"SNAP91"
2	"SNAPC1"
9	"SNAPC2"
2	"SNAPC3"
1	"SNAPC4"
10	"SNAPC5"
2	"SNAPIN"
10	"SNCA"
1	"SNCAIP"
10	"SNCB"
10	"SNCG"
1	"SND1"
1	"SNED1"
1	"SNF8"
19	"SNHG32"
1	"SNIP1"
9	"SNN"
14	"SNORC"
9	"SNPH"
1	"SNRK"
1	"SNRNP200"
1	"SNRNP25"
1	"SNRNP27"
1	"SNRNP35"
1	"SNRNP40"
2	"SNRNP48"
1	"SNRNP70"
1	"SNRPA"
2	"SNRPA1"
1	"SNRPB"
1	"SNRPB2"
2	"SNRPC"
1	"SNRPD1"
1	"SNRPD2"
1	"SNRPD3"
1	"SNRPE"
1	"SNRPF"
1	"SNRPG"
1	"SNRPN"
3	"SNTA1"
3	"SNTB1"
3	"SNTB2"
3	"SNTG1"
3	"SNTG2"
10	"SNTN"
1	"SNU13"
2	"SNUPN"
18	"SNURF"
1	"SNW1"
1	"SNX1"
2	"SNX10"
2	"SNX11"
2	"SNX12"
1	"SNX13"
2	"SNX14"
3	"SNX15"
2	"SNX16"
3	"SNX17"
1	"SNX18"
2	"SNX19"
1	"SNX2"
5	"SNX20"
5	"SNX21"
3	"SNX22"
2	"SNX24"
2	"SNX25"
1	"SNX27"
2	"SNX29"
2	"SNX3"
1	"SNX30"
1	"SNX31"
1	"SNX32"
1	"SNX33"
2	"SNX4"
1	"SNX5"
1	"SNX6"
1	"SNX7"
2	"SNX8"
1	"SNX9"
1	"SOAT1"
1	"SOAT2"
6	"SOBP"
4	"SOCS1"
4	"SOCS2"
4	"SOCS3"
4	"SOCS4"
4	"SOCS5"
4	"SOCS6"
1	"SOD1"
1	"SOD2"
1	"SOD3"
10	"SOHLH1"
5	"SOHLH2"
2	"SON"
1	"SORBS1"
1	"SORBS2"
1	"SORBS3"
1	"SORCS1"
2	"SORCS2"
2	"SORCS3"
1	"SORD"
1	"SORL1"
2	"SORT1"
1	"SOS1"
1	"SOS2"
5	"SOST"
5	"SOSTDC1"
3	"SOWAHA"
2	"SOWAHB"
5	"SOWAHC"
2	"SOWAHD"
1	"SOX1"
1	"SOX10"
1	"SOX11"
1	"SOX12"
1	"SOX13"
1	"SOX14"
1	"SOX15"
1	"SOX17"
1	"SOX18"
1	"SOX2"
1	"SOX21"
1	"SOX3"
1	"SOX30"
1	"SOX4"
1	"SOX5"
1	"SOX6"
1	"SOX7"
1	"SOX8"
1	"SOX9"
4	"SP1"
1	"SP100"
2	"SP110"
2	"SP140"
2	"SP140L"
4	"SP2"
4	"SP3"
4	"SP4"
4	"SP5"
4	"SP6"
1	"SP7"
3	"SP8"
3	"SP9"
5	"SPA17"
10	"SPACA1"
1	"SPACA3"
11	"SPACA4"
1	"SPACA5"
1	"SPACA5B"
19	"SPACA7"
7	"SPACA9"
18	"SPACDR"
1	"SPAG1"
1	"SPAG11A"
1	"SPAG11B"
1	"SPAG16"
2	"SPAG17"
2	"SPAG4"
10	"SPAG5"
1	"SPAG6"
2	"SPAG7"
1	"SPAG8"
1	"SPAG9"
1	"SPAM1"
24	"SPANXA1"
24	"SPANXA2"
24	"SPANXB1"
24	"SPANXC"
24	"SPANXD"
23	"SPANXN1"
23	"SPANXN2"
23	"SPANXN3"
23	"SPANXN4"
23	"SPANXN5"
1	"SPARC"
1	"SPARCL1"
2	"SPART"
1	"SPAST"
18	"SPATA12"
1	"SPATA13"
10	"SPATA16"
2	"SPATA17"
5	"SPATA18"
15	"SPATA19"
5	"SPATA2"
1	"SPATA20"
5	"SPATA21"
5	"SPATA22"
5	"SPATA24"
10	"SPATA25"
6	"SPATA2L"
18	"SPATA3"
1	"SPATA31A1"
1	"SPATA31A6"
1	"SPATA31D1"
1	"SPATA31E1"
1	"SPATA31F1"
17	"SPATA31G1"
17	"SPATA31H1"
18	"SPATA32"
17	"SPATA33"
1	"SPATA4"
15	"SPATA45"
11	"SPATA46"
5	"SPATA6"
5	"SPATA6L"
5	"SPATA7"
10	"SPATA9"
1	"SPATC1"
1	"SPATC1L"
5	"SPATS1"
4	"SPATS2"
1	"SPATS2L"
6	"SPC24"
2	"SPC25"
1	"SPCS1"
1	"SPCS2"
1	"SPCS3"
4	"SPDEF"
4	"SPDL1"
3	"SPDYA"
4	"SPDYC"
1	"SPDYE1"
1	"SPDYE2"
1	"SPDYE2B"
1	"SPDYE3"
1	"SPDYE4"
1	"SPECC1"
1	"SPECC1L"
6	"SPECC1L-ADORA2A"
1	"SPEF1"
1	"SPEF2"
1	"SPEG"
16	"SPEM1"
16	"SPEM2"
1	"SPEN"
16	"SPESP1"
2	"SPG11"
1	"SPG21"
1	"SPG7"
1	"SPHK1"
1	"SPHK2"
5	"SPHKAP"
5	"SPI1"
5	"SPIB"
5	"SPIC"
5	"SPICE1"
5	"SPIDR"
1	"SPIN1"
1	"SPIN2A"
1	"SPIN2B"
1	"SPIN3"
1	"SPIN4"
10	"SPINDOC"
1	"SPINK1"
11	"SPINK13"
5	"SPINK14"
10	"SPINK2"
6	"SPINK4"
1	"SPINK5"
1	"SPINK6"
1	"SPINK7"
17	"SPINK8"
1	"SPINK9"
1	"SPINT1"
1	"SPINT2"
1	"SPINT3"
1	"SPINT4"
1	"SPIRE1"
1	"SPIRE2"
5	"SPMAP2"
5	"SPMAP2L"
5	"SPMIP10"
5	"SPMIP2"
15	"SPMIP3"
5	"SPMIP4"
6	"SPMIP5"
15	"SPMIP6"
4	"SPMIP7"
4	"SPMIP8"
17	"SPMIP9"
16	"SPN"
1	"SPNS1"
1	"SPNS2"
1	"SPNS3"
1	"SPO11"
2	"SPOCD1"
1	"SPOCK1"
1	"SPOCK2"
1	"SPOCK3"
1	"SPON1"
1	"SPON2"
1	"SPOP"
1	"SPOPL"
1	"SPOUT1"
1	"SPP1"
10	"SPP2"
1	"SPPL2A"
1	"SPPL2C"
1	"SPPL3"
1	"SPR"
1	"SPRED1"
1	"SPRED2"
6	"SPRED3"
2	"SPRING1"
12	"SPRN"
21	"SPRR1A"
19	"SPRR1B"
18	"SPRR2A"
18	"SPRR2B"
18	"SPRR2D"
18	"SPRR2E"
18	"SPRR2F"
18	"SPRR2G"
17	"SPRR3"
17	"SPRR4"
1	"SPRTN"
5	"SPRY1"
5	"SPRY2"
5	"SPRY3"
5	"SPRY4"
1	"SPRYD3"
1	"SPRYD4"
2	"SPRYD7"
1	"SPSB1"
1	"SPSB2"
1	"SPSB3"
1	"SPSB4"
1	"SPTAN1"
1	"SPTB"
1	"SPTBN1"
1	"SPTBN2"
1	"SPTBN4"
1	"SPTBN5"
1	"SPTLC1"
1	"SPTLC2"
1	"SPTLC3"
3	"SPTSSA"
3	"SPTSSB"
6	"SPTY2D1"
10	"SPX"
10	"SPZ1"
1	"SQLE"
1	"SQOR"
2	"SQSTM1"
4	"SRA1"
17	"SRARP"
1	"SRBD1"
1	"SRC"
1	"SRCAP"
1	"SRD5A1"
1	"SRD5A3"
3	"SREBF1"
3	"SREBF2"
1	"SREK1"
3	"SREK1IP1"
2	"SRF"
6	"SRFBP1"
1	"SRGAP1"
1	"SRGAP2"
1	"SRGAP3"
11	"SRGN"
1	"SRI"
1	"SRL"
1	"SRM"
1	"SRMS"
1	"SRP14"
1	"SRP19"
1	"SRP54"
2	"SRP68"
2	"SRP72"
2	"SRP9"
1	"SRPK1"
1	"SRPK2"
1	"SRPK3"
1	"SRPRA"
2	"SRPRB"
1	"SRPX"
1	"SRPX2"
1	"SRR"
2	"SRRD"
1	"SRRM1"
1	"SRRM2"
9	"SRRM4"
18	"SRRM5"
2	"SRRT"
1	"SRSF1"
1	"SRSF10"
1	"SRSF11"
1	"SRSF12"
1	"SRSF2"
1	"SRSF3"
1	"SRSF4"
1	"SRSF5"
1	"SRSF6"
1	"SRSF7"
1	"SRSF9"
1	"SRXN1"
1	"SRY"
1	"SS18"
2	"SS18L1"
2	"SS18L2"
1	"SSB"
1	"SSBP1"
1	"SSBP2"
1	"SSBP3"
1	"SSBP4"
1	"SSC4D"
1	"SSC5D"
1	"SSH1"
1	"SSH2"
1	"SSH3"
15	"SSMEM1"
1	"SSNA1"
6	"SSPN"
2	"SSR1"
1	"SSR2"
1	"SSR3"
1	"SSR4"
1	"SSRP1"
1	"SST"
1	"SSTR1"
1	"SSTR2"
1	"SSTR4"
1	"SSTR5"
1	"SSU72"
1	"SSUH2"
17	"SSX1"
17	"SSX2"
17	"SSX2B"
2	"SSX2IP"
17	"SSX3"
18	"SSX4"
18	"SSX4B"
17	"SSX5"
17	"SSX7"
1	"ST13"
1	"ST14"
5	"ST18"
1	"ST20-MTHFS"
1	"ST3GAL1"
2	"ST3GAL2"
1	"ST3GAL3"
1	"ST3GAL4"
2	"ST3GAL5"
1	"ST3GAL6"
1	"ST6GAL1"
1	"ST6GAL2"
1	"ST6GALNAC1"
1	"ST6GALNAC2"
2	"ST6GALNAC3"
2	"ST6GALNAC4"
2	"ST6GALNAC5"
2	"ST6GALNAC6"
1	"ST7"
1	"ST7L"
2	"ST8SIA1"
1	"ST8SIA2"
2	"ST8SIA3"
2	"ST8SIA4"
1	"ST8SIA5"
2	"ST8SIA6"
1	"STAB1"
1	"STAB2"
2	"STAC"
3	"STAC2"
2	"STAC3"
1	"STAG1"
1	"STAG2"
1	"STAG3"
1	"STAM"
2	"STAM2"
1	"STAMBP"
1	"STAMBPL1"
7	"STAP1"
1	"STAP2"
2	"STAR"
1	"STARD10"
1	"STARD13"
2	"STARD3"
3	"STARD3NL"
2	"STARD4"
2	"STARD5"
2	"STARD6"
1	"STARD7"
1	"STARD8"
1	"STARD9"
1	"STAT1"
1	"STAT2"
1	"STAT3"
1	"STAT4"
1	"STAT5A"
1	"STAT5B"
1	"STAT6"
24	"STATH"
5	"STAU1"
5	"STAU2"
1	"STBD1"
8	"STC1"
8	"STC2"
2	"STEAP1"
2	"STEAP1B"
1	"STEAP2"
1	"STEAP3"
1	"STEAP4"
2	"STEEP1"
18	"STH"
2	"STIL"
3	"STIM1"
2	"STIM2"
1	"STIMATE"
1	"STIMATE-MUSTN1"
5	"STING1"
1	"STIP1"
1	"STK10"
1	"STK11"
2	"STK11IP"
1	"STK16"
1	"STK17A"
1	"STK17B"
2	"STK19"
1	"STK24"
1	"STK25"
1	"STK26"
1	"STK3"
1	"STK31"
1	"STK32A"
1	"STK32B"
1	"STK32C"
1	"STK33"
1	"STK35"
1	"STK36"
1	"STK38"
1	"STK38L"
1	"STK39"
1	"STK4"
1	"STK40"
1	"STKLD1"
1	"STMN1"
1	"STMN2"
1	"STMN3"
1	"STMN4"
10	"STMND1"
9	"STMP1"
1	"STN1"
1	"STOM"
1	"STOML1"
1	"STOML2"
1	"STOML3"
2	"STON1"
2	"STON1-GTF2A1L"
2	"STON2"
5	"STOX1"
5	"STOX2"
2	"STPG1"
2	"STPG2"
5	"STPG3"
4	"STPG4"
3	"STRA6"
10	"STRA8"
1	"STRADA"
1	"STRADB"
1	"STRAP"
4	"STRBP"
5	"STRC"
2	"STRIP1"
2	"STRIP2"
1	"STRN"
1	"STRN3"
1	"STRN4"
1	"STS"
1	"STT3A"
1	"STT3B"
1	"STUB1"
5	"STUM"
2	"STX10"
2	"STX11"
2	"STX12"
1	"STX16"
1	"STX16-NPEPL1"
4	"STX17"
2	"STX18"
2	"STX19"
1	"STX1A"
1	"STX1B"
1	"STX2"
1	"STX3"
2	"STX4"
1	"STX5"
2	"STX6"
1	"STX7"
2	"STX8"
1	"STXBP1"
1	"STXBP2"
1	"STXBP3"
3	"STXBP4"
2	"STXBP5"
2	"STXBP5L"
4	"STXBP6"
1	"STYK1"
1	"STYX"
2	"STYXL1"
1	"STYXL2"
1	"SUB1"
1	"SUCLA2"
1	"SUCLG1"
1	"SUCLG2"
4	"SUCNR1"
1	"SUCO"
2	"SUDS3"
1	"SUFU"
1	"SUGCT"
1	"SUGP1"
1	"SUGP2"
1	"SUGT1"
1	"SULF1"
1	"SULF2"
1	"SULT1A1"
1	"SULT1A2"
1	"SULT1A3"
1	"SULT1A4"
1	"SULT1B1"
1	"SULT1C2"
1	"SULT1C3"
1	"SULT1C4"
1	"SULT1E1"
1	"SULT2A1"
1	"SULT2B1"
1	"SULT4A1"
1	"SULT6B1"
1	"SUMF1"
1	"SUMF2"
1	"SUMO1"
1	"SUMO2"
1	"SUMO3"
1	"SUMO4"
2	"SUN1"
2	"SUN2"
1	"SUN3"
2	"SUN5"
1	"SUOX"
1	"SUPT16H"
2	"SUPT20H"
2	"SUPT3H"
1	"SUPT4H1"
1	"SUPT5H"
1	"SUPT6H"
5	"SUPT7L"
1	"SUPV3L1"
1	"SURF1"
1	"SURF2"
1	"SURF4"
5	"SURF6"
4	"SUSD1"
1	"SUSD2"
9	"SUSD3"
2	"SUSD4"
9	"SUSD5"
8	"SUSD6"
1	"SUV39H1"
1	"SUV39H2"
1	"SUZ12"
1	"SV2A"
1	"SV2B"
1	"SV2C"
9	"SVBP"
1	"SVEP1"
1	"SVIL"
15	"SVIP"
1	"SVOP"
1	"SVOPL"
1	"SWAP70"
2	"SWI5"
2	"SWSAP1"
2	"SWT1"
2	"SYAP1"
9	"SYBU"
10	"SYCE1"
10	"SYCE1L"
5	"SYCE2"
10	"SYCE3"
1	"SYCN"
4	"SYCP1"
4	"SYCP2"
5	"SYCP2L"
4	"SYCP3"
1	"SYDE1"
1	"SYDE2"
1	"SYF2"
1	"SYK"
1	"SYMPK"
1	"SYN1"
1	"SYN3"
10	"SYNC"
1	"SYNCRIP"
4	"SYNDIG1"
8	"SYNDIG1L"
1	"SYNE1"
1	"SYNE2"
6	"SYNE3"
11	"SYNE4"
1	"SYNGAP1"
3	"SYNGR1"
3	"SYNGR2"
3	"SYNGR3"
3	"SYNGR4"
1	"SYNJ1"
1	"SYNJ2"
2	"SYNJ2BP"
1	"SYNM"
9	"SYNPO"
1	"SYNPO2"
1	"SYNPO2L"
3	"SYNPR"
3	"SYP"
4	"SYPL1"
4	"SYPL2"
1	"SYS1"
2	"SYS1-DBNDD2"
2	"SYT1"
2	"SYT10"
2	"SYT11"
4	"SYT12"
4	"SYT13"
4	"SYT14"
4	"SYT15"
10	"SYT16"
2	"SYT17"
1	"SYT2"
2	"SYT3"
2	"SYT4"
1	"SYT5"
2	"SYT6"
2	"SYT7"
2	"SYT8"
1	"SYT9"
2	"SYTL1"
2	"SYTL2"
3	"SYTL3"
2	"SYTL4"
2	"SYTL5"
1	"SYVN1"
5	"SZRD1"
2	"SZT2"
1	"TAAR1"
1	"TAAR2"
1	"TAAR5"
1	"TAAR6"
3	"TAAR8"
1	"TAAR9"
1	"TAB1"
6	"TAB2"
5	"TAB3"
10	"TAC1"
14	"TAC3"
15	"TAC4"
3	"TACC1"
3	"TACC2"
3	"TACC3"
1	"TACO1"
1	"TACR1"
1	"TACR2"
1	"TACR3"
1	"TACSTD2"
3	"TADA1"
1	"TADA2B"
3	"TADA3"
1	"TAF1"
1	"TAF10"
1	"TAF11"
2	"TAF12"
2	"TAF13"
1	"TAF15"
5	"TAF1A"
3	"TAF1B"
2	"TAF1C"
10	"TAF1D"
1	"TAF1L"
1	"TAF2"
2	"TAF3"
4	"TAF4"
2	"TAF4B"
2	"TAF5"
2	"TAF5L"
1	"TAF6"
2	"TAF6L"
2	"TAF7"
2	"TAF7L"
1	"TAF8"
1	"TAF9"
1	"TAF9B"
8	"TAFA1"
8	"TAFA2"
8	"TAFA3"
8	"TAFA4"
8	"TAFA5"
1	"TAFAZZIN"
2	"TAGAP"
1	"TAGLN"
1	"TAGLN2"
1	"TAGLN3"
4	"TAL1"
1	"TAL2"
